,Name,Size,Brand,Sale_Price,Condition,Link
161,LULULEMON OM PANT- POWER PURPLE,6,LULULEMON ATHLETICA,60,N/A,https://poshmark.com/LISTING/LULULEMON-OM-PANT-POWER-PURPLE-61491760CE1E87E026F41109
162,LULULEMON GRAY SPECKLED SEAMLESS LEGGINGS SIZE 6 YOGA WORKOUT,6,LULULEMON ATHLETICA,50,N/A,https://poshmark.com/LISTING/LULULEMON-GRAY-SPECKLED-SEAMLESS-LEGGINGS-SIZE-6-YOGA-WORKOUT-61621CF9163DF42EAA1DB607
163,LULULEMON REVERSIBLE GROOVE PURPLE BAND YOGA PANTS,6,LULULEMON ATHLETICA,55,N/A,https://poshmark.com/LISTING/LULULEMON-REVERSIBLE-GROOVE-PURPLE-BAND-YOGA-PANTS-615C943E6E284648B1CBF297
164,LULULEMON GRAY LEGGINGS,8,LULULEMON ATHLETICA,38,N/A,https://poshmark.com/LISTING/LULULEMON-GRAY-LEGGINGS-616F69144FD23AC22C022F62
165,LULULEMON CAPRIS 🍋,4,LULULEMON ATHLETICA,49,N/A,https://poshmark.com/LISTING/LULULEMON-CAPRIS-6021D894AC97022D5F55CB30
166,LULULEMON HIGH RISE WUNDER UNDER TIGHT,4,LULULEMON ATHLETICA,75,N/A,https://poshmark.com/LISTING/LULULEMON-HIGH-RISE-WUNDER-UNDER-TIGHT-614675386E2846440BEA48EB
167,"LULULEMON TRAIN TIMES CROP (17"") PULSE CA…",2,LULULEMON ATHLETICA,75,N/A,https://poshmark.com/LISTING/LULULEMON-TRAIN-TIMES-CROP-17PULSE-CA-612FB9F2BCBB522DF7B92695
168,"LULULEMON ALIGN PANT 28"" DIAMOND DYE GRAPHITE GREY PINK PASTEL SIZE 14 XL",N/A,LULULEMON ATHLETICA,105,NWT,https://poshmark.com/LISTING/LULULEMON-ALIGN-PANT-28-DIAMOND-DYE-GRAPHITE-GREY-PINK-PASTEL-SIZE-14-XL-6175E870C693BDC866DDF1F7
169,LULULEMON FREE FALL JOGGER PANTS MINT GREEN,2,LULULEMON ATHLETICA,49,N/A,https://poshmark.com/LISTING/LULULEMON-FREE-FALL-JOGGER-PANTS-MINT-GREEN-61693D6F8AE37CAE84C73ACE
170,"LULULEMON WUNDER UNDER CROP HIGH-RISE 21"" FLOCKED NEW",6,LULULEMON ATHLETICA,68,N/A,https://poshmark.com/LISTING/LULULEMON-WUNDER-UNDER-CROP-HIGHRISE-21-FLOCKED-NEW-616B3C96800F64E2A9FACE0B
171,LULULEMON PACE RIVAL CROP,6,LULULEMON ATHLETICA,50,N/A,https://poshmark.com/LISTING/LULULEMON-PACE-RIVAL-CROP-6172997860FDED4B68FB012E
172,LULULEMON ALIGN HIGH RISE PANT LEGGINGS 28” KALEIDOSCOPE MULTI 0 2,N/A,LULULEMON ATHLETICA,70,NWT,https://poshmark.com/LISTING/LULULEMON-ALIGN-HIGH-RISE-PANT-LEGGINGS-28-KALEIDOSCOPE-MULTI-0-2-615E54CB3CDA882362D17C7D
173,LULULEMON WUNDER UNDER HIGH TIMES BLOOMING PIXIE,4,LULULEMON ATHLETICA,100,N/A,https://poshmark.com/LISTING/LULULEMON-WUNDER-UNDER-HIGH-TIMES-BLOOMING-PIXIE-60881C9FAA5427B45F4D6280
174,LULULEMON INSPIRE TIGHT II LUXTREME LEGGINGS IN PEBBLE PRINT SIZE 8 MSRP $102,8,LULULEMON ATHLETICA,50,N/A,https://poshmark.com/LISTING/LULULEMON-INSPIRE-TIGHT-II-LUXTREME-LEGGINGS-IN-PEBBLE-PRINT-SIZE-8-MSRP-102-61562633045E39D1B7174A5D
175,LULULEMON WUNDER UNDER CROP FULL-ON LUXTREME SZ 10,10,LULULEMON ATHLETICA,75,N/A,https://poshmark.com/LISTING/LULULEMON-WUNDER-UNDER-CROP-FULLON-LUXTREME-SZ-10-6098C62F6914122ACABDA65A
176,LULULEMON BLACK CAPRIS WOMENS 4 ATHLETIC POCKETS MESH PANELS LOGO CUFF,4,LULULEMON ATHLETICA,55,N/A,https://poshmark.com/LISTING/LULULEMON-BLACK-CAPRIS-WOMENS-4-ATHLETIC-POCKETS-MESH-PANELS-LOGO-CUFF-616E049384BB0BF5E9579F47
177,LULULEMON REVERSIBLE GROOVE PURPLE/BLACK FLARE YOGA PANT,6,LULULEMON ATHLETICA,55,N/A,https://poshmark.com/LISTING/LULULEMON-REVERSIBLE-GROOVE-PURPLEBLACK-FLARE-YOGA-PANT-615C8F89EFD0E4943BFACB74
178,🍋LIKE NEW LULULEMON ON THE RIGHT TRACK PANT,8,LULULEMON ATHLETICA,90,N/A,https://poshmark.com/LISTING/LIKE-NEW-LULULEMON-ON-THE-RIGHT-TRACK-PANT-616ABCE09207863274103D21
179,LULULEMON CROPPED LEGGINGS FLORAL PRINT SIZE 4 GREY,4,LULULEMON ATHLETICA,29,N/A,https://poshmark.com/LISTING/LULULEMON-CROPPED-LEGGINGS-FLORAL-PRINT-SIZE-4-GREY-6164EAA7C936AFA80EE3B9DB
180,LULULEMON DARK GRAY CROPPED ATHLETIC WORKOUT LEGGINGS STRIPED PINK TRIM SIZE 4,4,LULULEMON ATHLETICA,32,N/A,https://poshmark.com/LISTING/LULULEMON-DARK-GRAY-CROPPED-ATHLETIC-WORKOUT-LEGGINGS-STRIPED-PINK-TRIM-SIZE-4-616472D7FADBA467B9A8F048
181,LULULEMON WUNDER UNDER FULL ON LUXTREME HIGH RISE LEGGINGS,4,LULULEMON ATHLETICA,75,N/A,https://poshmark.com/LISTING/LULULEMON-WUNDER-UNDER-FULL-ON-LUXTREME-HIGH-RISE-LEGGINGS-616B4B893CDA889008B1CA2B
182,LULULEMON ATHLETICA TIGHTS🍋💜,8,LULULEMON ATHLETICA,66,N/A,https://poshmark.com/LISTING/LULULEMON-ATHLETICA-TIGHTS-607C637881A36CCEB495CFE4
183,RARE LULULEMON FREE FLOW CROP- SAPPHIRE BLUE,2,LULULEMON ATHLETICA,60,N/A,https://poshmark.com/LISTING/RARE-LULULEMON-FREE-FLOW-CROP-SAPPHIRE-BLUE-611B1520BCDB2FEB768CB112
184,LULULEMON OUTRUN TIGHT POWER LUXTREME,6,LULULEMON ATHLETICA,75,N/A,https://poshmark.com/LISTING/LULULEMON-OUTRUN-TIGHT-POWER-LUXTREME-612FB9D4E107BB33D65F67A0
185,LULULEMON 6 LEGGINGS WUNDER UNDER MAGENTA PINK,6,LULULEMON ATHLETICA,40,N/A,https://poshmark.com/LISTING/LULULEMON-6-LEGGINGS-WUNDER-UNDER-MAGENTA-PINK-616DEF1AC32EE640F387DE4E
186,LULULEMON SEEK STILLNESS MID RISE CROP GRAY 10,10,LULULEMON ATHLETICA,78,N/A,https://poshmark.com/LISTING/LULULEMON-SEEK-STILLNESS-MID-RISE-CROP-GRAY-10-617831E7878A46586D311DB8
187,LULULEMON BLUE SCRUNCHED LEGGINGS 6,6,LULULEMON ATHLETICA,35,N/A,https://poshmark.com/LISTING/LULULEMON-BLUE-SCRUNCHED-LEGGINGS-6-6166F8618E7C6499815AA7C8
188,LULULEMON BLUE BLACK WUNDER UNDER CROP PANTS,8,LULULEMON ATHLETICA,16,N/A,https://poshmark.com/LISTING/LULULEMON-BLUE-BLACK-WUNDER-UNDER-CROP-PANTS-6177015F3751F593D985EC40
189,LULULEMON WUNDER UNDER CROP BEAUTIFUL BAROQUE,4,LULULEMON ATHLETICA,50,N/A,https://poshmark.com/LISTING/LULULEMON-WUNDER-UNDER-CROPBEAUTIFUL-BAROQUE-60B00708E97E489FB8940A46
190,LULULEMON SKINNY GROVE PANT – PURPLE AND LAVENDER,6,LULULEMON ATHLETICA,51,N/A,https://poshmark.com/LISTING/LULULEMON-SKINNY-GROVE-PANT-PURPLE-AND-LAVENDER-6097649D86DCBB49B45A8522
191,LULULEMON JOURNEY MESH ROCKY ROAD SAND DUNE CROP,4,LULULEMON ATHLETICA,50,N/A,https://poshmark.com/LISTING/LULULEMON-JOURNEY-MESH-ROCKY-ROAD-SAND-DUNE-CROP-60E74290800F640DED672F6F
192,"LULULEMON PACE RIVAL CROP 22""",8,LULULEMON ATHLETICA,65,N/A,https://poshmark.com/LISTING/LULULEMON-PACE-RIVAL-CROP-22-614F713D074D240D03FE4A4F
193,LULULEMON RUN INSPIRE CROP II.,6,LULULEMON ATHLETICA,45,N/A,https://poshmark.com/LISTING/LULULEMON-RUN-INSPIRE-CROP-II-61769C598D9BE9CC67F4C77A
194,LULULEMON WORKOUT LEGGINGS SIZE 4,4,LULULEMON ATHLETICA,50,N/A,https://poshmark.com/LISTING/LULULEMON-WORKOUT-LEGGINGS-SIZE-4-6148FAE7C693BDD5AEE229BE
195,"LULULEMON INVIGORATE 7/8 TIGHT (25"") BLACK CURRANT",4,LULULEMON ATHLETICA,60,N/A,https://poshmark.com/LISTING/LULULEMON-INVIGORATE-78-TIGHT-25-BLACK-CURRANT-60D27563800F6439EE06579B
196,LULULEMON FIT PHYSIQUE TIGHT LUON JACQUARD,6,LULULEMON ATHLETICA,40,N/A,https://poshmark.com/LISTING/LULULEMON-FIT-PHYSIQUE-TIGHT-LUON-JACQUARD-61341D96706AC10743F93789
197,"LULULEMON ALIGN™ PANT 25"" WHITE",N/A,LULULEMON ATHLETICA,86,NWT,https://poshmark.com/LISTING/LULULEMON-ALIGN-PANT-25-WHITE-615833C929E698AC05B403C2
198,LULULEMON RUN FOR IT CROP LEGGING BLACK GRAY 6,6,LULULEMON ATHLETICA,45,N/A,https://poshmark.com/LISTING/LULULEMON-RUN-FOR-IT-CROP-LEGGING-BLACK-GRAY-6-616F20DCD6F3B7800C9C93A6
199,LULULEMON ROKSANDRA LEGGINGS,2,LULULEMON ATHLETICA,70,N/A,https://poshmark.com/LISTING/LULULEMON-ROKSANDRA-LEGGINGS-6158ABE63CDA88AF26D4EC72
200,LULULEMON NAVY WANDERER CROP PANTS,2,LULULEMON ATHLETICA,69,N/A,https://poshmark.com/LISTING/LULULEMON-NAVY-WANDERER-CROP-PANTS-6149223A09D760E8AD320738
201,LULULEMON ATHLETICA QUILTING GROOVE REVERSIBLE CROPPED PANTS SZ 4,4,LULULEMON ATHLETICA,50,N/A,https://poshmark.com/LISTING/LULULEMON-ATHLETICA-QUILTING-GROOVE-REVERSIBLE-CROPPED-PANTS-SZ-4-6175FF97C693BD9965DEACB8
202,LULULEMON ASTRO CROPPED LEGGINGS DARK GREY 4,4,LULULEMON ATHLETICA,39,N/A,https://poshmark.com/LISTING/LULULEMON-ASTRO-CROPPED-LEGGINGS-DARK-GREY-4-6156064513F1B67890641A56
203,LULULEMON SKINNY GROOVE PANT *FULL-ON LUON,10,LULULEMON ATHLETICA,65,N/A,https://poshmark.com/LISTING/LULULEMON-SKINNY-GROOVE-PANT-FULLON-LUON-6168480742384CB3D21A2915
204,"LULULEMON ALIGN CROP 23"" DIAMOND DYE LEGGINGS SIZE 16 XL PLUS SIZE WOMENS NEW",16,LULULEMON ATHLETICA,80,NWT,https://poshmark.com/LISTING/LULULEMON-ALIGN-CROP-23-DIAMOND-DYE-LEGGINGS-SIZE-16-XL-PLUS-SIZE-WOMENS-NEW-6175E952633CFC5D418287F2
205,LULULEMON POWER LINES CROP LEGGINGS 21” PURPLE,10,LULULEMON ATHLETICA,45,N/A,https://poshmark.com/LISTING/LULULEMON-POWER-LINES-CROP-LEGGINGS-21-PURPLE-5F80D046BCBB529FC97C13DF
206,NWOT SUN SETTER JOGGER,4,LULULEMON ATHLETICA,85,N/A,https://poshmark.com/LISTING/NWOT-SUN-SETTER-JOGGER-614CC1E4BCBB52531FC7DBFA
207,LULULEMON DANCE STUDIO PANTS GRAY UNLINED WOMENS SIZE 2,2,LULULEMON ATHLETICA,75,N/A,https://poshmark.com/LISTING/LULULEMON-DANCE-STUDIO-PANTS-GRAY-UNLINED-WOMENS-SIZE-2-616442DFF065FEF0AD40E290
208,NWT LULULEMON BEYOND THE STUDIO CROP. SIZE 12. GREY SAGE.,12,LULULEMON ATHLETICA,85,BOUTIQUE,https://poshmark.com/LISTING/NWT-LULULEMON-BEYOND-THE-STUDIO-CROP-SIZE-12-GREY-SAGE-616B040B8BE9135EEE65EFDB
209,LULULEMON RUN: EXCEL CROP SIZE 6,6,LULULEMON ATHLETICA,60,N/A,https://poshmark.com/LISTING/LULULEMON-RUN-EXCEL-CROP-SIZE-6-6166243B5DFEB59B15613AF8
210,LULULEMON LEGGINGS 4 TALL,4,LULULEMON ATHLETICA,45,N/A,https://poshmark.com/LISTING/LULULEMON-LEGGINGS-4-TALL-60B39EF28DA5C923B56AE5E4
211,LULULEMON BLACK GRAY LEGGINGS SIZE 10,10,LULULEMON ATHLETICA,28,N/A,https://poshmark.com/LISTING/LULULEMON-BLACK-GRAY-LEGGINGS-SIZE-10-61264BFCA4DE41076F43EE1F
212,LULULEMON ALIGN HR CAMO PANT 25”,20,LULULEMON ATHLETICA,99,NWT,https://poshmark.com/LISTING/LULULEMON-ALIGN-HR-CAMO-PANT-25-616F461B2CA9AB4CEBBF11A1
213,LULULEMON ON THE FLY JOGGER BLACK,12,LULULEMON ATHLETICA,95,N/A,https://poshmark.com/LISTING/LULULEMON-ON-THE-FLY-JOGGER-BLACK-615B443E6E2846D141322839
214,NWOT LULULEMON TRAIN TIMES 7/8 PANT,10,LULULEMON ATHLETICA,90,N/A,https://poshmark.com/LISTING/NWOT-LULULEMON-TRAIN-TIMES-78-PANT-614CC38FE107BBD424753424
215,"LULULEMON TRAIN TIMES 7/8 PANT 25"" LEGGINGS",4,LULULEMON ATHLETICA,75,N/A,https://poshmark.com/LISTING/LULULEMON-TRAIN-TIMES-78-PANT-25-LEGGINGS-60FCCF8BE13164F05EF2AF33
216,"LULULEMON NWOT BREEZY CROP IN ARMY LEAF GREEN, SIZE 6",6,LULULEMON ATHLETICA,60,N/A,https://poshmark.com/LISTING/LULULEMON-NWOT-BREEZY-CROP-IN-ARMY-LEAF-GREEN-SIZE-6-616DBEB067BD9137DAD1561C
217,LULULEMON CAPRI WIDE LEG LEGGINGS,6,LULULEMON ATHLETICA,25,N/A,https://poshmark.com/LISTING/LULULEMON-CAPRI-WIDE-LEG-LEGGINGS-615A16D909D760BBC9E8178D
218,LULULEMON BLACK TRACK PANTS,10,LULULEMON ATHLETICA,50,N/A,https://poshmark.com/LISTING/LULULEMON-BLACK-TRACK-PANTS-604F8909FFBA9456F2AD6C08
219,"LULULEMON FINAL PLAY CROP 23"" HEATHER LUX MULTI",12,LULULEMON ATHLETICA,89,N/A,https://poshmark.com/LISTING/LULULEMON-FINAL-PLAY-CROP-23-HEATHER-LUX-MULTI-6126FC547367202AA83306EE
220,LULULEMON WUNDER UNDER SPECIAL EDITION DENIM LUON,8,LULULEMON ATHLETICA,31,N/A,https://poshmark.com/LISTING/LULULEMON-WUNDER-UNDER-SPECIAL-EDITION-DENIM-LUON-60CD640FD737FD73B1D9CC61
221,😍HUGE SAVINGS!,M,LULULEMON ATHLETICA,"10,000",N/A,https://poshmark.com/LISTING/HUGE-SAVINGS-60CD0BFB3BAD6D9B0FB30F5B
222,LULULEMON NWT SWIFT SPEED HIGH RISE CROP 21” LEGGINGS 2 12 HERITAGE 365 CAMO GRE,N/A,LULULEMON ATHLETICA,72,NWT,https://poshmark.com/LISTING/LULULEMON-NWT-SWIFT-SPEED-HIGH-RISE-CROP-21-LEGGINGS-2-12-HERITAGE-365-CAMO-GRE-615E7489A4DE4176CAEE5201
223,LULULEMON GROOVE AQUA BLUE BAND YOGA PANT,6,LULULEMON ATHLETICA,49,N/A,https://poshmark.com/LISTING/LULULEMON-GROOVE-AQUA-BLUE-BAND-YOGA-PANT-615C95B62F3D1943B716B155
224,- LULULEMON GATHER & CROW II CORP LEGGINGS SIZE 2,2,LULULEMON ATHLETICA,35,N/A,https://poshmark.com/LISTING/LULULEMON-GATHER-CROW-II-CORP-LEGGINGS-SIZE-2-6143FAF7C936AFED30DA2523
225,LULULEMON BOOTCUT LEGGINGS 6R,6,LULULEMON ATHLETICA,60,N/A,https://poshmark.com/LISTING/LULULEMON-BOOTCUT-LEGGINGS-6R-60B3A0D0C936AF883B453F55
226,"LULULEMON FAST AND FREE HIGH RISE TIGHT 25"" WSH",14,LULULEMON ATHLETICA,98,NWT,https://poshmark.com/LISTING/LULULEMON-FAST-AND-FREE-HIGH-RISE-TIGHT-25-WSH-615D8F55AE766F669CF3CD11
227,LULULEMON SKINNY GROVE PANT – BLACK,6,LULULEMON ATHLETICA,47,N/A,https://poshmark.com/LISTING/LULULEMON-SKINNY-GROVE-PANT-BLACK-6097645686DCBB6A5F5A5F80
228,LULULEMON WUNDER UNDER HI-RISE BLACK WHITE MOSAIC,8,LULULEMON ATHLETICA,55,N/A,https://poshmark.com/LISTING/LULULEMON-WUNDER-UNDER-HIRISE-BLACK-WHITE-MOSAIC-6115B9EAAE766F50500830E2
229,LULULEMON AMELIA BLACK LEGGINGS SIZE 4,4,LULULEMON ATHLETICA,24,N/A,https://poshmark.com/LISTING/LULULEMON-AMELIA-BLACK-LEGGINGS-SIZE-4-616C8035AC97028753F7C5A9
230,LULULEMON REVERSIBLE CROP LEGGINGS,4,LULULEMON ATHLETICA,20,N/A,https://poshmark.com/LISTING/LULULEMON-REVERSIBLE-CROP-LEGGINGS-60FB8FB62A1EFF300D1194D0
231,LULULEMON REVERSIBLE GROOVE BLACK GLACIER LACE YOGA PANT,8,LULULEMON ATHLETICA,55,N/A,https://poshmark.com/LISTING/LULULEMON-REVERSIBLE-GROOVE-BLACK-GLACIER-LACE-YOGA-PANT-615C92A1180136B238D56EF2
232,LULULEMON WHITE/BLACK WUNDER UNDER STIRRUP PANT 6,6,LULULEMON ATHLETICA,49,N/A,https://poshmark.com/LISTING/LULULEMON-WHITEBLACK-WUNDER-UNDER-STIRRUP-PANT-6-60D67268163DF4BCCB176D0E
233,LULULEMON LIGHT SPEED TIGHT FULL ON LUXTREME IN DESERT SNAKE DEEP COAL BLACK,8,LULULEMON ATHLETICA,50,N/A,https://poshmark.com/LISTING/LULULEMON-LIGHT-SPEED-TIGHT-FULL-ON-LUXTREME-IN-DESERT-SNAKE-DEEP-COAL-BLACK-6156279C88CCE3319C2BD99B
234,LULULEMON RUN: INSPIRE CROP II BLACK / SPR,4,LULULEMON ATHLETICA,55,N/A,https://poshmark.com/LISTING/LULULEMON-RUN-INSPIRE-CROP-IIBLACK-SPR-6148CC096E28468C26F68F84
235,LULULEMON METROPOLIS MAVEN HIGH-RISE CROP,N/A,LULULEMON ATHLETICA,66,NWT,https://poshmark.com/LISTING/LULULEMON-METROPOLIS-MAVEN-HIGHRISE-CROP-60F3652609D76008E43D205B
236,"LULULEMON ALIGN HIGH RISE PANT 25"" POCKETS GOLD",14,LULULEMON ATHLETICA,88,NWT,https://poshmark.com/LISTING/LULULEMON-ALIGN-HIGH-RISE-PANT-25-POCKETS-GOLD-613F2FCBFF83041C4827AA0A
237,"LULULEMON ALIGN CROP 23"" *DIAMOND DYE LEGGINGS SIZE 14 WOMENS NEW",N/A,LULULEMON ATHLETICA,80,NWT,https://poshmark.com/LISTING/LULULEMON-ALIGN-CROP-23-DIAMOND-DYE-LEGGINGS-SIZE-14-WOMENS-NEW-6175E90688CCE36B1E176885
238,LULULEMON ATHLETICA ALIGN CROPPED HI RISE LEGGINGS IN DARK ADOBE PURPLE,6,LULULEMON ATHLETICA,65,N/A,https://poshmark.com/LISTING/LULULEMON-ATHLETICA-ALIGN-CROPPED-HI-RISE-LEGGINGS-IN-DARK-ADOBE-PURPLE-61659C18045E39B51B38C404
239,NWT LULULEMON 2021 GROOVE PANT FLARE SUPER HIGH RISE LEGGINGS TRUE NAVY BLUE 4,4,LULULEMON ATHLETICA,198,NWT,https://poshmark.com/LISTING/NWT-LULULEMON-2021-GROOVE-PANT-FLARE-SUPER-HIGH-RISE-LEGGINGS-TRUE-NAVY-BLUE-4-61773020946D3710DE4407D5
